expert_id,level,group,item_i,item_j,saaty_value
E06,indicator,D5,D5.2,D5.5,1
E06,indicator,D5,D5.3,D5.4,1/3
E06,indicator,D5,D5.3,D5.5,1/3
E06,indicator,D5,D5.4,D5.5,1
E06,indicator,D6,D6.1,D6.2,3
E06,indicator,D6,D6.1,D6.3,2
E06,indicator,D6,D6.1,D6.4,2
E06,indicator,D6,D6.1,D6.5,4
E06,indicator,D6,D6.2,D6.3,1
E06,indicator,D6,D6.2,D6.4,1/2
E06,indicator,D6,D6.2,D6.5,2
E06,indicator,D6,D6.3,D6.4,1/2
E06,indicator,D6,D6.3,D6.5,2
E06,indicator,D6,D6.4,D6.5,3
E06,indicator,D7,D7.1,D7.2,1/2
E06,indicator,D7,D7.1,D7.3,1
E06,indicator,D7,D7.1,D7.4,1/4
E06,indicator,D7,D7.1,D7.5,1/2
E06,indicator,D7,D7.2,D7.3,1
E06,indicator,D7,D7.2,D7.4,1/2
E06,indicator,D7,D7.2,D7.5,1
E06,indicator,D7,D7.3,D7.4,1/2
E06,indicator,D7,D7.3,D7.5,1
E06,indicator,D7,D7.4,D7.5,2
E06,indicator,D8,D8.1,D8.2,1
E06,indicator,D8,D8.1,D8.3,1
E06,indicator,D8,D8.1,D8.4,1/3
E06,indicator,D8,D8.1,D8.5,1/2
E06,indicator,D8,D8.2,D8.3,1
E06,indicator,D8,D8.2,D8.4,1/3
E06,indicator,D8,D8.2,D8.5,1/3
E06,indicator,D8,D8.3,D8.4,1/4
E06,indicator,D8,D8.3,D8.5,1/3
E06,indicator,D8,D8.4,D8.5,1
E06,indicator,D9,D9.1,D9.2,1/3
E06,indicator,D9,D9.1,D9.3,1
E06,indicator,D9,D9.1,D9.4,1
E06,indicator,D9,D9.1,D9.5,2
E06,indicator,D9,D9.2,D9.3,4
E06,indicator,D9,D9.2,D9.4,2
E06,indicator,D9,D9.2,D9.5,4
E06,indicator,D9,D9.3,D9.4,1/2
E06,indicator,D9,D9.3,D9.5,2
E06,indicator,D9,D9.4,D9.5,2
E06,indicator,D10,D10.1,D10.2,2
E06,indicator,D10,D10.1,D10.3,2
E06,indicator,D10,D10.1,D10.4,1/2
E06,indicator,D10,D10.1,D10.5,1
E06,indicator,D10,D10.2,D10.3,1
E06,indicator,D10,D10.2,D10.4,1/3
E06,indicator,D10,D10.2,D10.5,1
E06,indicator,D10,D10.3,D10.4,1/5
E06,indicator,D10,D10.3,D10.5,1/2
E06,indicator,D10,D10.4,D10.5,2
E07,pillar,GOAL,A,B,3
E07,pillar,GOAL,A,C,1
E07,pillar,GOAL,B,C,1/3
E07,domain,A,D1,D2,1
E07,domain,A,D1,D9,3
E07,domain,A,D2,D9,2
E07,domain,B,D3,D4,1
E07,domain,B,D3,D5,1
E07,domain,B,D3,D6,1
E07,domain,B,D4,D5,1
E07,domain,B,D4,D6,1
E07,domain,B,D5,D6,1
E07,domain,C,D7,D8,1
E07,domain,C,D7,D10,1
E07,domain,C,D8,D10,1
E07,indicator,D1,D1.1,D1.2,1/3
E07,indicator,D1,D1.1,D1.3,1/2
E07,indicator,D1,D1.1,D1.4,1/2
E07,indicator,D1,D1.1,D1.5,1
E07,indicator,D1,D1.2,D1.3,2
E07,indicator,D1,D1.2,D1.4,2
E07,indicator,D1,D1.2,D1.5,4
E07,indicator,D1,D1.3,D1.4,1
E07,indicator,D1,D1.3,D1.5,2
E07,indicator,D1,D1.4,D1.5,2
E07,indicator,D2,D2.1,D2.2,1/3
E07,indicator,D2,D2.1,D2.3,1/2
E07,indicator,D2,D2.1,D2.4,1/3
E07,indicator,D2,D2.1,D2.5,1
E07,indicator,D2,D2.2,D2.3,2
E07,indicator,D2,D2.2,D2.4,1
E07,indicator,D2,D2.2,D2.5,2
E07,indicator,D2,D2.3,D2.4,1/2
E07,indicator,D2,D2.3,D2.5,1
E07,indicator,D2,D2.4,D2.5,2
E07,indicator,D3,D3.1,D3.2,2
E07,indicator,D3,D3.1,D3.3,1
E07,indicator,D3,D3.1,D3.4,1/2
E07,indicator,D3,D3.1,D3.5,1
E07,indicator,D3,D3.2,D3.3,1/2
E07,indicator,D3,D3.2,D3.4,1/3
E07,indicator,D3,D3.2,D3.5,1
E07,indicator,D3,D3.3,D3.4,1/2
E07,indicator,D3,D3.3,D3.5,2
E07,indicator,D3,D3.4,D3.5,3
E07,indicator,D4,D4.1,D4.2,1/2
E07,indicator,D4,D4.1,D4.3,1/3
E07,indicator,D4,D4.1,D4.4,1
E07,indicator,D4,D4.1,D4.5,1/2
E07,indicator,D4,D4.2,D4.3,1/2
E07,indicator,D4,D4.2,D4.4,3
E07,indicator,D4,D4.2,D4.5,1
E07,indicator,D4,D4.3,D4.4,3
E07,indicator,D4,D4.3,D4.5,1
E07,indicator,D4,D4.4,D4.5,1/3
E07,indicator,D5,D5.1,D5.2,1/2
E07,indicator,D5,D5.1,D5.3,1
E07,indicator,D5,D5.1,D5.4,1/3
E07,indicator,D5,D5.1,D5.5,1/3
E07,indicator,D5,D5.2,D5.3,3
E07,indicator,D5,D5.2,D5.4,1
E07,indicator,D5,D5.2,D5.5,1
E07,indicator,D5,D5.3,D5.4,1/3
E07,indicator,D5,D5.3,D5.5,1/3
E07,indicator,D5,D5.4,D5.5,1
E07,indicator,D6,D6.1,D6.2,3
E07,indicator,D6,D6.1,D6.3,2
E07,indicator,D6,D6.1,D6.4,2
E07,indicator,D6,D6.1,D6.5,4
E07,indicator,D6,D6.2,D6.3,1
E07,indicator,D6,D6.2,D6.4,1/2
E07,indicator,D6,D6.2,D6.5,2
E07,indicator,D6,D6.3,D6.4,1/2
E07,indicator,D6,D6.3,D6.5,2
E07,indicator,D6,D6.4,D6.5,3
E07,indicator,D7,D7.1,D7.2,1/2
E07,indicator,D7,D7.1,D7.3,1/2
E07,indicator,D7,D7.1,D7.4,1/4
E07,indicator,D7,D7.1,D7.5,1/2
E07,indicator,D7,D7.2,D7.3,1
E07,indicator,D7,D7.2,D7.4,1/3
E07,indicator,D7,D7.2,D7.5,1
E07,indicator,D7,D7.3,D7.4,1/2
E07,indicator,D7,D7.3,D7.5,1
E07,indicator,D7,D7.4,D7.5,2
E07,indicator,D8,D8.1,D8.2,2
E07,indicator,D8,D8.1,D8.3,1
E07,indicator,D8,D8.1,D8.4,1/3
E07,indicator,D8,D8.1,D8.5,1/2
E07,indicator,D8,D8.2,D8.3,1
E07,indicator,D8,D8.2,D8.4,1/4
E07,indicator,D8,D8.2,D8.5,1/2
E07,indicator,D8,D8.3,D8.4,1/3
E07,indicator,D8,D8.3,D8.5,1/3
E07,indicator,D8,D8.4,D8.5,1
E07,indicator,D9,D9.1,D9.2,1/2
E07,indicator,D9,D9.1,D9.3,1
E07,indicator,D9,D9.1,D9.4,1
E07,indicator,D9,D9.1,D9.5,2
E07,indicator,D9,D9.2,D9.3,2
E07,indicator,D9,D9.2,D9.4,2
E07,indicator,D9,D9.2,D9.5,4
E07,indicator,D9,D9.3,D9.4,1/2
E07,indicator,D9,D9.3,D9.5,1
E07,indicator,D9,D9.4,D9.5,3
E07,indicator,D10,D10.1,D10.2,1
E07,indicator,D10,D10.1,D10.3,2
E07,indicator,D10,D10.1,D10.4,1/2
E07,indicator,D10,D10.1,D10.5,1
E07,indicator,D10,D10.2,D10.3,1
E07,indicator,D10,D10.2,D10.4,1/3
E07,indicator,D10,D10.2,D10.5,1/2
E07,indicator,D10,D10.3,D10.4,1/3
E07,indicator,D10,D10.3,D10.5,1/2
E07,indicator,D10,D10.4,D10.5,2
E08,pillar,GOAL,A,B,3
E08,pillar,GOAL,A,C,1
E08,pillar,GOAL,B,C,1/4
E08,domain,A,D1,D2,2
E08,domain,A,D1,D9,3
E08,domain,A,D2,D9,2
E08,domain,B,D3,D4,1/2
E08,domain,B,D3,D5,1
E08,domain,B,D3,D6,1
E08,domain,B,D4,D5,1
E08,domain,B,D4,D6,1
E08,domain,B,D5,D6,1
E08,domain,C,D7,D8,1
E08,domain,C,D7,D10,1
E08,domain,C,D8,D10,1
E08,indicator,D1,D1.1,D1.2,1/3
E08,indicator,D1,D1.1,D1.3,1/2
E08,indicator,D1,D1.1,D1.4,1/2
E08,indicator,D1,D1.1,D1.5,1
E08,indicator,D1,D1.2,D1.3,1
E08,indicator,D1,D1.2,D1.4,2
E08,indicator,D1,D1.2,D1.5,4
E08,indicator,D1,D1.3,D1.4,1
E08,indicator,D1,D1.3,D1.5,2
E08,indicator,D1,D1.4,D1.5,2
E08,indicator,D2,D2.1,D2.2,1/3
E08,indicator,D2,D2.1,D2.3,1/2
E08,indicator,D2,D2.1,D2.4,1/3
E08,indicator,D2,D2.1,D2.5,1
E08,indicator,D2,D2.2,D2.3,2
E08,indicator,D2,D2.2,D2.4,1
E08,indicator,D2,D2.2,D2.5,2
E08,indicator,D2,D2.3,D2.4,1/2
E08,indicator,D2,D2.3,D2.5,1
E08,indicator,D2,D2.4,D2.5,2
E08,indicator,D3,D3.1,D3.2,2
E08,indicator,D3,D3.1,D3.3,1
E08,indicator,D3,D3.1,D3.4,1/2
E08,indicator,D3,D3.1,D3.5,2
E08,indicator,D3,D3.2,D3.3,1/3
E08,indicator,D3,D3.2,D3.4,1/4
E08,indicator,D3,D3.2,D3.5,1
E08,indicator,D3,D3.3,D3.4,1/2
E08,indicator,D3,D3.3,D3.5,2
E08,indicator,D3,D3.4,D3.5,3
E08,indicator,D4,D4.1,D4.2,1/2
E08,indicator,D4,D4.1,D4.3,1/3
E08,indicator,D4,D4.1,D4.4,2
E08,indicator,D4,D4.1,D4.5,1/2
E08,indicator,D4,D4.2,D4.3,1
E08,indicator,D4,D4.2,D4.4,3
E08,indicator,D4,D4.2,D4.5,1
E08,indicator,D4,D4.3,D4.4,3
E08,indicator,D4,D4.3,D4.5,1
E08,indicator,D4,D4.4,D4.5,1/3
E08,indicator,D5,D5.1,D5.2,1/2
E08,indicator,D5,D5.1,D5.3,1
E08,indicator,D5,D5.1,D5.4,1/3
E08,indicator,D5,D5.1,D5.5,1/3
E08,indicator,D5,D5.2,D5.3,3
E08,indicator,D5,D5.2,D5.4,1
E08,indicator,D5,D5.2,D5.5,1
E08,indicator,D5,D5.3,D5.4,1/3
E08,indicator,D5,D5.3,D5.5,1/3
E08,indicator,D5,D5.4,D5.5,1
E08,indicator,D6,D6.1,D6.2,3
E08,indicator,D6,D6.1,D6.3,2
E08,indicator,D6,D6.1,D6.4,1
E08,indicator,D6,D6.1,D6.5,4
E08,indicator,D6,D6.2,D6.3,1
E08,indicator,D6,D6.2,D6.4,1
E08,indicator,D6,D6.2,D6.5,2
E08,indicator,D6,D6.3,D6.4,1/2
E08,indicator,D6,D6.3,D6.5,2
E08,indicator,D6,D6.4,D6.5,3
E08,indicator,D7,D7.1,D7.2,1/2
E08,indicator,D7,D7.1,D7.3,1/2
E08,indicator,D7,D7.1,D7.4,1/4
E08,indicator,D7,D7.1,D7.5,1/3
E08,indicator,D7,D7.2,D7.3,1
E08,indicator,D7,D7.2,D7.4,1/2
E08,indicator,D7,D7.2,D7.5,1
E08,indicator,D7,D7.3,D7.4,1/2
E08,indicator,D7,D7.3,D7.5,1
E08,indicator,D7,D7.4,D7.5,2
E08,indicator,D8,D8.1,D8.2,2
E08,indicator,D8,D8.1,D8.3,1
E08,indicator,D8,D8.1,D8.4,1/3
E08,indicator,D8,D8.1,D8.5,1/2
E08,indicator,D8,D8.2,D8.3,1
E08,indicator,D8,D8.2,D8.4,1/5
E08,indicator,D8,D8.2,D8.5,1/3
E08,indicator,D8,D8.3,D8.4,1/2
E08,indicator,D8,D8.3,D8.5,1/2
E08,indicator,D8,D8.4,D8.5,2
E08,indicator,D9,D9.1,D9.2,1/2
E08,indicator,D9,D9.1,D9.3,1
E08,indicator,D9,D9.1,D9.4,1
E08,indicator,D9,D9.1,D9.5,2
E08,indicator,D9,D9.2,D9.3,4
E08,indicator,D9,D9.2,D9.4,2
E08,indicator,D9,D9.2,D9.5,4
E08,indicator,D9,D9.3,D9.4,1/2
E08,indicator,D9,D9.3,D9.5,1
E08,indicator,D9,D9.4,D9.5,2
E08,indicator,D10,D10.1,D10.2,2
E08,indicator,D10,D10.1,D10.3,3
E08,indicator,D10,D10.1,D10.4,1/2
E08,indicator,D10,D10.1,D10.5,1
E08,indicator,D10,D10.2,D10.3,2
E08,indicator,D10,D10.2,D10.4,1/3
E08,indicator,D10,D10.2,D10.5,1/2
E08,indicator,D10,D10.3,D10.4,1/5
E08,indicator,D10,D10.3,D10.5,1/2
E08,indicator,D10,D10.4,D10.5,2
